"ArmorModificator_BasiliskSkin_Rune_3","При получении урона, на ближайшие {second} поглощение урона удваивается.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_EnergyShield_Description","Броня снабжена двумя энергощитами. Каждый раз, когда рифтер получает урон, щит поглощает {count} урона и уходит на перезарядку на {second}.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_EnergyShield_Name","Энергетический Щит","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_EnergyShield_Rune_1","Время восстановления щитов уменьшено до {second}.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_EnergyShield_Rune_2","При восстановлении одного энергощита, восстанавливается также и второй.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_EnergyShield_Rune_3","Количество энергощитов уменьшено до одного. Пока щит активен, рифтер не может получить урон более {var}% от максимального количества очков здоровья. ","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_FirstAid_Description","Когда здоровье рифтера падает ниже половины, восстанавливает {hp}
Перезарядка: {second}.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_FirstAid_Name","Ампула Первой Помощи","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_FirstAid_Rune_1","Уменьшает время перезарядки до {second}.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_FirstAid_Rune_2","После срабатывания ампулы, весь входящий урон по рифтеру уменьшается на {var}% на {second}.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_FirstAid_Rune_3","Восстановление увеличено до {hp}, но теперь ампула срабатывает, когда показатель здоровья опускается ниже {var}%.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_MeleeArmor_Description","Урон в ближнем бою уменьшается на {count}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_MeleeArmor_Name","Наручи Гладиатора","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_MeleeArmor_Rune_1","Весь урон в ближнем бою уменьшается на {count}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_MeleeArmor_Rune_2","Если рифтер один раз получил урон в ближнем бою от конкретного противника, то на весь оставшийся бой поглощение от атак этого противника удваивается.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_MeleeArmor_Rune_3","Если рифтер не получал урона в течение {second}, то поглощение урона удваивается.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_RangeArmor_Description","Дистанционный урон уменьшается на {count}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_RangeArmor_Name","Наплечники Музы","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_RangeArmor_Rune_1","Весь дистанционный урон уменьшается на {count}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_RangeArmor_Rune_2","Если противник нанёс дистанционный урон с расстояния менее {distance}, то сила поглощения удваивается.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_RangeArmor_Rune_3","Если рифтер не получал урона в течение {second}, то поглощение урона удваивается.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Regen_Description","Регенерация {hp} в секунду.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Regen_Name","Изнанка из Теневого Меха","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Regen_Rune_1","Регенерация усилена до {hp} в секунду.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Regen_Rune_2","Когда здоровье рифтера падает ниже {var}%, регенерация увеличивается до {hp} в секунду.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Regen_Rune_3","Регенерация усилена до {hp}, но прерывается на {second} после получения урона.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Vampire_Description","При убийстве противника рифтер восстанавливает {hp}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Vampire_Name","Ловец Снов","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Vampire_Rune_1","Сила восстановления увеличена до {hp}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Vampire_Rune_2","При убийстве большого ксура рифтер восстанавливает себе {hp}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Vampire_Rune_3","Если два противника были убиты с промежутком менее, чем {second}, то за второе убийство рифтер дополнительно восстанавливает себе {hp}","From confluence or google tables, modify Ru there","Config"
"BarrageAbility_Description","Череда выстрелов поражает по одной уязвимой точке у каждого видимого противника.","From confluence or google tables, modify Ru there","Config"
"BarrageAbility_Details","/Необходимое оружие: Револьвер
Урон по уязвимым точкам: {var}%
Тип заклинания: усиление","From confluence or google tables, modify Ru there","Config"
"BarrageAbility_Name","Залп","From confluence or google tables, modify Ru there","Config"
"battle_countdown_ended_fight","БОЙ!","Empty","PrefabAndScene"
"battle_result_experience","ОПЫТ:  ","Empty","Code"
"battle_result_lvl","УРОВЕНЬ:  ","Empty","Code"
"BoltsOfPainAbility_Description","Заряжает в арбалет 2 болта боли. При попадании, болты отмечают противников и создают между собой связь. Весь урон, или изменение температуры, полученные одним помеченным врагом полностью передаются второму.","From confluence or google tables, modify Ru there","Config"
"BoltsOfPainAbility_Details","/Необходимое оружие: Арбалет
Длительность связи: {second}
/Тип заклинания: усиление","From confluence or google tables, modify Ru there","Config"
"BoltsOfPainAbility_Name","Болты Боли","From confluence or google tables, modify Ru there","Config"
"Bundle_Loading_Permission_Message","Для начала игры необходимо загрузить дополнительно ~135 Mb данных.","Empty","PrefabAndScene"
"Bundle_Loading_Permission_Title","Пожалуйста, подтвердите загрузку дополнительных данных","Empty","PrefabAndScene"
"camera_warning","Включи камеру и ИГРАЙ!","Пожалуйста, разрешите приложению доступ к камере телефона.","PrefabAndScene"
"cancel","ОТМЕНА","Empty","PrefabAndScene"
"common_cancel","Нет","Empty","PrefabAndScene"
"common_confirm","OK","Empty","Code"
"common_ok","Да","Empty","Code"
"confirm_buy_missing_res_for_hard","Купить недостающие ресурсы за кристаллы?","Empty","Code"
"confirm_hard_currency","Потратить кристаллы на {0}?","Empty","PrefabAndScene"
"confirm_hard_currency_caption","ЗАПЛАТИТЬ КРИСТАЛЛАМИ","SPEND CRYSTALS","PrefabAndScene"
"confirm_hard_vague","Потратить кристаллы?","Empty","Code"
"Craft_Actions_Add2CraftSteps","Временная Аномалия","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_Add2CraftSteps_Description","Даёт один дополнительный шаг при сборке предмета и позволяет заново пройти процесс создания предмета.

Не тратит шаг сборки предмета.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_AddCraftStep","Пространственная Аномалия","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_AddCraftStep_Description","Позволяет заново пройти процесс создания предмета.

Не тратит шаг сборки предмета.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_MoveDiceToMain","Малая Жертва","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_MoveDiceToMain_Description","Отними одну любую призму и добавь её на основную линию.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_MoveDiceToMainAndClone","Жертва","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_MoveDiceToMainAndClone_Description","Отними одну любую призму и добавь две таких же на основную линию.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus2Lvl","Древнее Колдовство","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus2Lvl_Description","Меняет тип предмета и модификаторы на случайные, +{0} к силе предмета и модификаторов.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus3Lvl","Древнее Колдовство Гномов","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus3Lvl_Description","Меняет тип предмета и модификаторы на случайные, +{0} к силе предмета и модификаторов.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus4Lvl","Древнее Колдовство Драконов","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus4Lvl_Description","Меняет тип предмета и модификаторы на случайные, +{0} к силе предмета и модификаторов.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus2Lvl","Малая Мутация","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus2Lvl_Description","Меняет модификатор на другой случайный, +{0} к силе модификатора.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus4Lvl","Мутация","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus4Lvl_Description","Меняет модификатор на другой случайный, +{0} к силе модификатора.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus6Lvl","Большая Мутация","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus6Lvl_Description","Меняет модификатор на другой случайный, +{0} к силе модификатора.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_TurnDicesToOneType","Жатва","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_TurnDicesToOneType_Description","Выбери любую призму на линии и преврати остальные призмы в неё.","From confluence or google tables, modify Ru there","Config"
"craft_cancel_confirmation_text","Вы уверены, что хотите отменить создание предмета?
Все потраченные ресурсы будут потеряны.","From confluence or google tables, modify Ru there","Config"
"craft_change_recipe","СМЕНИТЬ ЧЕРТЁЖ","Empty","PrefabAndScene"
"craft_common_recipes","Обычные Чертежи","Empty","Code"
"craft_confirm_fast_roll","Бросить призмы автоматически?","Empty","Code"
"Craft_Dice_Power_Description","одна единица на кубе добавляет {0} силы","shown on dice hoover","Code"
"Craft_Dices_DoublePrism","Сдвоенная Призма","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_Only0And5Prism","Око Бездны","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_Only1Prism","Треснувшая Призма","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_Only3Prism","Компас Мертвеца","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_Only4Prism","Длань Бога","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_Prism0To5","Призма Немны","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_StandardPrism","Стандартная Призма","From confluence or google tables, modify Ru there","Config"
"craft_finish_applying_modifier","Завершить","Empty","PrefabAndScene"
"Craft_Line_Dices_Count_Unlock_Title","доступно с {var} уровня","From confluence or google tables, modify Ru there","Config"
"Craft_Modifier_Unlock_Title","доступно с {var} уровня","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Add1If1","Белая Руна","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Add1If1_Description","Каждый раз, когда на призме выпадает 1, добавь 1 к основной линии.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_CopyOne","Таинственное Зеркало","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_CopyOne_Description","Когда все призмы на линии выброшены,  рифтер может скопировать любую выпавшую призму на другую линию.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_CopyTwo","Зеркало Оракула","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_CopyTwo_Description","Когда все призмы на линии выброшены,  рифтер может скопировать любую выпавшую призму на две другие линии.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_DoubleNextIf2","Двойная Руна","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_DoubleNextIf2_Description","Когда на призме выпадает 2, значение следующей призмы будет удвоено.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Inc1If3","Триада","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Inc1If3_Description","Если на призме выпадает 3, то значение следующей призмы увеличивается на 1. Эффект суммируется.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_IncreaseUpTo4If4","Руна Стихий","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_IncreaseUpTo4If4_Description","Каждый раз, когда на призме выпадает 4, увеличь значение самой маленькой призмы до 4.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum10","Желание Короля","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum10_Description","Если в конце сумма всех призм на линии получилась менее 10, она становится равна 10.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum12","Желание Бога","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum12_Description","Если в конце сумма всех призм на линии получилась менее 12, она становится равна 12.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum6","Желание Бедняка","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum6_Description","Если в конце сумма всех призм на линии получилась менее 6, она становится равна 6.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum8","Желание Купца","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum8_Description","Если в конце сумма всех призм на линии получилась менее 8, она становится равна 8.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Reroll0","Руна Жизни","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Reroll0_Description","Перебрось призму, когда на ней впервые выпал 0.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_RerollLine","Руна Обнуления","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_RerollLine_Description","Возможность один раз перебросить все призмы на линии.","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2DoublePrismNoMod","Выковать Основу Модификатора","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2Only0And5PrismNoMod","Покрыть Модификатор Рунами","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2Only1PrismAdd1If1","Обработать Белой Плазмой","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2Only3PrismNoMod","Отшлифовать Механизм","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2Only4PrismNoMod","Ступенчатая Закалка","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2Prism0To5NoMod","Обработать Парами Эссенции","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2StandardPrismNoMod","Выплавить Заготовку","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftAdd2CraftSteps","Оптимизировать Процесс Ковки","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftAddCraftStep","Ускорить Процесс Ковки","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftCopyOne","Отчеканить Таинственный Узор","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftCopyTwo","Отчеканить Узор Оракула","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftDefaultRandom","Изготовить на Прессе","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftDoublePrismDoubleNextIf2","Двухтактная Ковка","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftDoublePrismIncreaseUpTo4If4","Стихийная Ковка","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftDoublePrismNoMod","Грубая Ковка","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainAndClone","Заменить Бракованную Деталь","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainAndCloneMinSum10","Улучшить Качество Детали","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainAndCloneMinSum12","Усовершенствовать Деталь","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainMinSum10","Покрыть Напылением Короля","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainMinSum12","Покрыть Напылением Бога","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainMinSum8","Покрыть Напылением Купца","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly0And5PrismNoMod","Покрыть Рунами","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly0And5PrismReroll0","Покрыть Рунами Жизни","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly1PrismAdd1If1","Обработать Белым Огнём","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly3PrismInc1If3","Тройная Шлифовка Деталей","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly3PrismNoMod","Отшлифовать Детали","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly4PrismIncreaseUpTo4If4","Стихийная Закалка","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly4PrismNoMod","Закалить Металл","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5Add1If1","Обработать Белой Эссенцией","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5DoubleNextIf2","Двойная Обработка Эссенцией","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5Inc1If3","Трёхэтапная Обработка","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5IncreaseUpTo4If4","Залить Стихийную Эссенцию","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5NoMod","Залить Эссенцию","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5Reroll0","Залить Эссенцию Жизни","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5RerollAll","Пересобрать Механизм","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftRerollAll","Пересобрать Предмет","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftRerollEquipmentPlus2Lvl","Пространственный Сдвиг","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftRerollEquipmentPlus3Lvl","Временной Сдвиг","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftRerollEquipmentPlus4Lvl","Сдвиг Реальности","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftRerollModifierPlus2Lvl","Мутация Детали","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftRerollModifierPlus4Lvl","Мутация Механизма","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftRerollModifierPlus6Lvl","Мутация Модификатора","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftStandardPrismAdd1If1","Залить Белое Железо","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftStandardPrismDoubleNextIf2","Залить Двойное Железо","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftStandardPrismInc1If3","Залить Тройной Сплав","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftStandardPrismIncreaseUpTo4If4","Залить Стихийный Сплав","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftStandardPrismNoMod","Залить Железо","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftTurnDicesToOneType","Прочесть Заклинание Жатвы","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_common","Обычная Надёжная Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_common1","Обычная Усовершенствованная Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_default","Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_rare","Редкая Надёжная Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_rare1","Редкая Усовершенствованная Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_rare2","Редкая Облегчённая Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_rare3","Редкая Сбалансированная Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_uncommon","Необычная Надёжная Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_uncommon1","Необычная Усовершенствованная Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_uncommon2","Необычная Облегчённая Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_armor_uncommon3","Необычная Сбалансированная Броня","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_goggles_default","Визоры","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__common","Обычный Надёжный Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__common1","Обычный Усовершенствованный Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__default","Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__rare","Редкий Надёжный Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__rare1","Редкий Усовершенствованный Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__rare2","Редкий Облегчённый Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__rare3","Редкий Сбалансированный Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__uncommon","Необычный Надёжный Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__uncommon1","Необычный Усовершенствованный Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__uncommon2","Необычный Облегчённый Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_h_crossbow__uncommon3","Необычный Сбалансированный Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_l_crossbow__default","Лёгкий Арбалет","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_magic_glove__default","Магическая Перчатка","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_orb_default","Магическая Сфера","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_common","Обычный Надёжный Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_common1","Обычный Усовершенствованный Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_default","Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_rare","Редкий Надёжный Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_rare1","Редкий Усовершенствованный Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_rare2","Редкий Облегчённый Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_rare3","Редкий Сбалансированный Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_uncommon","Необычный Надёжный Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_uncommon1","Необычный Усовершенствованный Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_uncommon2","Необычный Облегчённый Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_revolver_uncommon3","Необычный Сбалансированный Револьвер","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_staff_default","Магический Посох","From confluence or google tables, modify Ru there","Config"
"Craft_Recipes_waist_default","Пояс","From confluence or google tables, modify Ru there","Config"
"craft_reroll","ПЕРЕБРОСИТЬ","Empty","PrefabAndScene"
"craft_select_option","ВЗЯТЬ","buy craft option","Code"
"craft_start","НАЧАТЬ СБОРКУ","Empty","PrefabAndScene"
"craft_step_number_caption","ШАГ:","Empty","PrefabAndScene"
"craft_swipe","БРОСЬТЕ","Empty","PrefabAndScene"
"craft_unique_recipes","Уникальные рецепты","Empty","Code"
"craft_vs","VS","Empty","PrefabAndScene"
"defeat","ПОРАЖЕНИЕ","ПОРАЖЕНИЕ","PrefabAndScene"
"equipment_description_damage","УРОН","DAMAGE","Code"
"equipment_description_damage_weakpoint","УРОН ПО УЯЗВИМОСТЯМ","WEAKPOINT DAMAGE","Code"
"equipment_description_hp","ЗДОРОВЬЕ","HEALTH","Code"
"eual_window_title","Пожалуйста, Примите EULA","Empty","PrefabAndScene"
"eula_window_i_accept_eula","Я Принимаю Пользовательское Соглашение:","Empty","PrefabAndScene"
"eula_window_i_accept_privacy","Я Принимаю Политику Конфиденциальности:","Empty","PrefabAndScene"
"eula_window_play_button","Играть!","Empty","PrefabAndScene"
"FastHandsAbility_Description","Рифтер быстро выстреливает всю оставшуюся обойму в противника. Каждый особый патрон в обойме уменьшает перезарядку и генерирует больше $charge.","From confluence or google tables, modify Ru there","Config"
